iter	Passed	Remaining
0	63	63602
1	157	78486
2	223	74297
3	280	69905
4	329	65581
5	385	63864
6	443	62960
7	485	60258
8	544	59904
9	610	60414
10	683	61461
11	766	63148
12	828	62929
13	889	62657
14	950	62426
15	1011	62181
16	1073	62070
17	1137	62059
18	1196	61775
19	1245	61048
20	1313	61218
21	1392	61880
22	1486	63162
23	1628	66206
24	1689	65895
25	1738	65124
26	1790	64523
27	1946	67571
28	2048	68584
29	2118	68494
30	2187	68389
31	2256	68246
32	2318	67926
33	2378	67583
34	2506	69105
35	2591	69386
36	2663	69315
37	2721	68906
38	2795	68877
39	2856	68551
40	2921	68345
41	2990	68215
42	3057	68039
43	3140	68226
44	3241	68799
45	3305	68551
46	3401	68963
47	3487	69162
48	3557	69053
49	3633	69035
50	3715	69140
51	3793	69155
52	3883	69392
53	3956	69303
54	4019	69068
55	4082	68820
56	4136	68439
57	4195	68147
58	4255	67878
59	4330	67838
60	4422	68077
61	4499	68072
62	4558	67796
63	4615	67496
64	4685	67395
65	4747	67189
66	4826	67210
67	4882	66917
68	4982	67224
69	5074	67414
70	5155	67452
71	5239	67533
72	5332	67712
73	5428	67927
74	5508	67934
75	5600	68088
76	5676	68044
77	5739	67846
78	5814	67789
79	5886	67696
80	5944	67447
81	6016	67357
82	6105	67455
83	6166	67246
84	6220	66960
85	6277	66716
86	6333	66462
87	6419	66527
88	6476	66294
89	6536	66092
90	6594	65868
91	6661	65749
92	6758	65912
93	6808	65626
94	6860	65352
95	6911	65082
96	6974	64923
97	7027	64682
98	7097	64594
99	7157	64419
100	7215	64224
101	7281	64101
102	7377	64245
103	7457	64245
104	7535	64228
105	7607	64160
106	7672	64032
107	7733	63872
108	7793	63703
109	7854	63548
110	7896	63245
111	7939	62949
112	8011	62888
113	8113	63061
114	8182	62970
115	8247	62850
116	8314	62751
117	8368	62548
118	8463	62658
119	8546	62674
120	8621	62627
121	8670	62396
122	8743	62340
123	8814	62271
124	8895	62268
125	8962	62167
126	9013	61956
127	9076	61836
128	9139	61706
129	9210	61638
130	9262	61442
131	9319	61284
132	9370	61081
133	9428	60933
134	9510	60940
135	9592	60937
136	9656	60831
137	9720	60715
138	9770	60517
139	9848	60496
140	9918	60426
141	9974	60270
142	10025	60085
143	10085	59950
144	10162	59925
145	10223	59802
146	10283	59674
147	10350	59587
148	10445	59657
149	10537	59710
150	10611	59662
151	10682	59596
152	10784	59705
153	10871	59723
154	10917	59520
155	10971	59360
156	11016	59154
157	11097	59139
158	11169	59077
159	11229	58956
160	11279	58781
161	11328	58600
162	11380	58436
163	11435	58295
164	11500	58197
165	11562	58093
166	11615	57937
167	11676	57825
168	11749	57774
169	11847	57843
170	11929	57832
171	12008	57807
172	12076	57728
173	12153	57695
174	12226	57637
175	12271	57454
176	12326	57314
177	12384	57192
178	12436	57041
179	12509	56986
180	12571	56885
181	12630	56767
182	12685	56634
183	12750	56544
184	12821	56483
185	12922	56555
186	12986	56459
187	13042	56331
188	13108	56249
189	13185	56213
190	13258	56159
191	13316	56042
192	13380	55949
193	13460	55924
194	13535	55878
195	13595	55769
196	13643	55613
197	13705	55514
198	13760	55386
199	13816	55266
200	13870	55138
201	13930	55031
202	13992	54935
203	14066	54888
204	14152	54885
205	14239	54884
206	14320	54860
207	14381	54758
208	14440	54651
209	14519	54620
210	14575	54503
211	14635	54401
212	14694	54294
213	14776	54273
214	14843	54194
215	14910	54118
216	14977	54043
217	15058	54018
218	15127	53948
219	15243	54043
220	15358	54136
221	15421	54044
222	15472	53910
223	15533	53813
224	15587	53691
225	15702	53775
226	15810	53840
227	15944	53989
228	16003	53880
229	16112	53942
230	16229	54029
231	16323	54037
232	16505	54333
233	16556	54199
234	16622	54110
235	16681	54002
236	16737	53885
237	16807	53811
238	16868	53710
239	16925	53598
240	16988	53502
241	17101	53566
242	17148	53422
243	17198	53286
244	17250	53161
245	17320	53088
246	17428	53132
247	17517	53118
248	17610	53115
249	17672	53017
250	17720	52879
251	17814	52877
252	17898	52845
253	18011	52899
254	18122	52946
255	18221	52956
256	18282	52855
257	18336	52734
258	18386	52604
259	18441	52487
260	18492	52359
261	18552	52258
262	18637	52228
263	18738	52241
264	18800	52145
265	18859	52039
266	18915	51929
267	18965	51800
268	19022	51693
269	19075	51575
270	19130	51461
271	19189	51358
272	19254	51275
273	19308	51160
274	19368	51062
275	19450	51021
276	19572	51086
277	19655	51046
278	19737	51007
279	19821	50970
280	19929	50993
281	20006	50938
282	20115	50965
283	20205	50941
284	20270	50854
285	20330	50754
286	20408	50700
287	20461	50585
288	20533	50517
289	20596	50424
290	20647	50305
291	20704	50201
292	20766	50108
293	20825	50010
294	20878	49895
295	21031	50020
296	21114	49978
297	21210	49964
298	21277	49884
299	21354	49827
300	21499	49926
301	21603	49930
302	21653	49810
303	21714	49714
304	21770	49608
305	21834	49520
306	21886	49405
307	21935	49282
308	22010	49219
309	22080	49146
310	22143	49057
311	22216	48989
312	22264	48868
313	22328	48780
314	22393	48697
315	22484	48669
316	22582	48655
317	22728	48745
318	22825	48728
319	22990	48855
320	23038	48731
321	23084	48607
322	23133	48487
323	23190	48384
324	23238	48264
325	23299	48171
326	23352	48061
327	23417	47978
328	23476	47881
329	23539	47792
330	23599	47698
331	23662	47610
332	23718	47508
333	23769	47396
334	23830	47305
335	23896	47224
336	24003	47224
337	24064	47131
338	24136	47062
339	24228	47030
340	24302	46965
341	24362	46872
342	24417	46770
343	24479	46682
344	24544	46599
345	24614	46525
346	24672	46430
347	24738	46349
348	24808	46275
349	24880	46205
350	25014	46252
351	25107	46220
352	25173	46138
353	25236	46053
354	25298	45964
355	25355	45867
356	25426	45796
357	25513	45753
358	25638	45778
359	25724	45731
360	25785	45642
361	25847	45554
362	25910	45468
363	25967	45372
364	26027	45280
365	26090	45194
366	26162	45125
367	26249	45081
368	26322	45012
369	26377	44913
370	26437	44822
371	26487	44716
372	26564	44653
373	26662	44628
374	26728	44548
375	26789	44458
376	26850	44371
377	26924	44304
378	27011	44259
379	27072	44170
380	27221	44225
381	27306	44176
382	27378	44106
383	27454	44041
384	27498	43925
385	27554	43830
386	27622	43753
387	27677	43656
388	27736	43565
389	27817	43510
390	27892	43444
391	27962	43369
392	28028	43290
393	28095	43212
394	28171	43149
395	28233	43062
396	28301	42986
397	28384	42932
398	28469	42883
399	28550	42826
400	28608	42733
401	28670	42649
402	28727	42556
403	28788	42470
404	28847	42380
405	28943	42345
406	29034	42303
407	29097	42220
408	29162	42139
409	29254	42098
410	29320	42018
411	29389	41943
412	29454	41864
413	29514	41776
414	29583	41702
415	29652	41627
416	29702	41527
417	29766	41445
418	29830	41364
419	29885	41270
420	29965	41210
421	30066	41181
422	30157	41137
423	30229	41066
424	30288	40977
425	30344	40887
426	30411	40810
427	30488	40746
428	30545	40655
429	30651	40630
430	30710	40542
431	30767	40453
432	30829	40369
433	30884	40278
434	30934	40179
435	30990	40088
436	31081	40042
437	31145	39962
438	31199	39870
439	31277	39808
440	31352	39741
441	31437	39687
442	31543	39661
443	31601	39572
444	31650	39474
445	31711	39390
446	31832	39381
447	31917	39326
448	31986	39252
449	32064	39189
450	32168	39158
451	32234	39080
452	32316	39022
453	32376	38937
454	32440	38857
455	32495	38766
456	32575	38706
457	32652	38640
458	32783	38640
459	32894	38614
460	32955	38531
461	33028	38461
462	33082	38369
463	33134	38275
464	33194	38192
465	33264	38118
466	33331	38042
467	33400	37967
468	33518	37949
469	33577	37863
470	33645	37789
471	33750	37754
472	33836	37699
473	33893	37612
474	33961	37536
475	34015	37445
476	34105	37394
477	34165	37310
478	34233	37234
479	34291	37148
480	34379	37095
481	34508	37086
482	34576	37009
483	34638	36928
484	34708	36855
485	34763	36766
486	34823	36682
487	34884	36600
488	34938	36510
489	34996	36425
490	35074	36360
491	35131	36273
492	35200	36200
493	35267	36123
494	35334	36048
495	35382	35953
496	35442	35870
497	35491	35776
498	35559	35702
499	35642	35642
500	35703	35560
501	35767	35482
502	35839	35412
503	35918	35348
504	36032	35318
505	36099	35242
506	36169	35170
507	36224	35083
508	36281	34998
509	36345	34920
510	36411	34843
511	36487	34777
512	36560	34707
513	36644	34648
514	36733	34594
515	36788	34506
516	36857	34433
517	36905	34340
518	36956	34250
519	37009	34162
520	37060	34073
521	37129	33999
522	37188	33917
523	37256	33843
524	37321	33767
525	37366	33672
526	37423	33589
527	37505	33527
528	37589	33468
529	37679	33414
530	37747	33339
531	37803	33255
532	37850	33163
533	37907	33080
534	37950	32984
535	38000	32895
536	38049	32806
537	38103	32720
538	38157	32635
539	38210	32549
540	38260	32461
541	38313	32375
542	38374	32296
543	38421	32206
544	38470	32117
545	38520	32030
546	38572	31943
547	38616	31851
548	38661	31760
549	38733	31690
550	38822	31635
551	38873	31549
552	38961	31493
553	39016	31410
554	39074	31329
555	39130	31247
556	39179	31160
557	39241	31083
558	39298	31002
559	39349	30917
560	39404	30835
561	39464	30756
562	39522	30677
563	39584	30600
564	39646	30524
565	39738	30470
566	39799	30393
567	39857	30314
568	39913	30233
569	39970	30152
570	40029	30074
571	40068	29981
572	40119	29897
573	40165	29809
574	40208	29719
575	40327	29685
576	40398	29616
577	40469	29547
578	40524	29465
579	40583	29388
580	40654	29318
581	40706	29236
582	40778	29167
583	40824	29080
584	40892	29009
585	40951	28931
586	41018	28859
587	41074	28780
588	41137	28705
589	41198	28629
590	41364	28626
591	41440	28560
592	41521	28497
593	41588	28425
594	41654	28353
595	41719	28279
596	41889	28277
597	42011	28241
598	42086	28174
599	42186	28124
600	42271	28063
601	42341	27993
602	42404	27918
603	42456	27835
604	42510	27754
605	42571	27678
606	42643	27609
607	42694	27526
608	42770	27460
609	42834	27385
610	42888	27305
611	42978	27247
612	43029	27165
613	43122	27109
614	43190	27037
615	43255	26964
616	43357	26913
617	43440	26851
618	43522	26788
619	43611	26729
620	43678	26657
621	43757	26592
622	43817	26515
623	43879	26440
624	43956	26373
625	44024	26302
626	44095	26232
627	44155	26155
628	44212	26077
629	44269	25999
630	44335	25926
631	44412	25860
632	44485	25791
633	44539	25711
634	44587	25629
635	44646	25552
636	44700	25472
637	44760	25396
638	44847	25336
639	44926	25271
640	45022	25215
641	45099	25149
642	45169	25078
643	45282	25032
644	45363	24967
645	45437	24899
646	45612	24885
647	45701	24825
648	45762	24749
649	45865	24696
650	45932	24624
651	45984	24543
652	46065	24478
653	46139	24410
654	46218	24344
655	46299	24279
656	46373	24210
657	46433	24133
658	46486	24054
659	46540	23975
660	46593	23895
661	46654	23820
662	46713	23744
663	46768	23665
664	46857	23605
665	46925	23533
666	46992	23460
667	47059	23388
668	47141	23324
669	47239	23267
670	47298	23190
671	47343	23108
672	47406	23033
673	47460	22955
674	47510	22875
675	47565	22797
676	47641	22730
677	47710	22658
678	47790	22593
679	47852	22519
680	47974	22472
681	48064	22411
682	48125	22336
683	48211	22273
684	48294	22208
685	48380	22145
686	48476	22086
687	48536	22010
688	48598	21936
689	48650	21857
690	48739	21795
691	48803	21721
692	48863	21646
693	48908	21564
694	48961	21486
695	49010	21407
696	49069	21331
697	49126	21255
698	49190	21182
699	49254	21108
700	49326	21039
701	49419	20978
702	49506	20915
703	49565	20839
704	49616	20761
705	49672	20685
706	49728	20609
707	49800	20539
708	49898	20480
709	49955	20404
710	50023	20332
711	50087	20260
712	50131	20179
713	50189	20104
714	50241	20026
715	50290	19947
716	50353	19874
717	50405	19797
718	50454	19718
719	50505	19641
720	50560	19565
721	50610	19487
722	50659	19408
723	50718	19334
724	50773	19258
725	50842	19188
726	50911	19118
727	50966	19042
728	51026	18968
729	51076	18891
730	51125	18813
731	51188	18741
732	51248	18667
733	51307	18593
734	51395	18530
735	51446	18453
736	51508	18380
737	51577	18310
738	51636	18237
739	51682	18158
740	51728	18080
741	51788	18007
742	51840	17931
743	51920	17865
744	52002	17799
745	52085	17734
746	52136	17657
747	52198	17585
748	52267	17515
749	52313	17437
750	52358	17359
751	52404	17282
752	52451	17205
753	52496	17127
754	52548	17052
755	52595	16975
756	52651	16901
757	52707	16827
758	52780	16758
759	52851	16689
760	52913	16617
761	52972	16545
762	53023	16469
763	53108	16405
764	53172	16334
765	53248	16266
766	53331	16201
767	53403	16132
768	53463	16059
769	53527	15988
770	53596	15918
771	53661	15848
772	53722	15776
773	53779	15703
774	53831	15628
775	53887	15555
776	53940	15481
777	54000	15408
778	54061	15337
779	54129	15267
780	54189	15195
781	54242	15121
782	54303	15049
783	54369	14979
784	54426	14906
785	54525	14845
786	54646	14790
787	54704	14717
788	54769	14646
789	54836	14576
790	54911	14508
791	54974	14437
792	55028	14364
793	55092	14293
794	55157	14222
795	55296	14171
796	55424	14117
797	55648	14086
798	55770	14029
799	55873	13968
800	55925	13894
801	55986	13822
802	56050	13750
803	56106	13677
804	56196	13612
805	56262	13542
806	56351	13476
807	56445	13412
808	56508	13341
809	56558	13266
810	56625	13196
811	56689	13125
812	56743	13051
813	56811	12981
814	56874	12910
815	56927	12836
816	56977	12762
817	57050	12693
818	57138	12627
819	57189	12553
820	57245	12481
821	57301	12408
822	57404	12345
823	57516	12285
824	57580	12214
825	57631	12140
826	57695	12069
827	57769	12000
828	57894	11942
829	58039	11887
830	58095	11814
831	58160	11743
832	58308	11689
833	58365	11617
834	58517	11563
835	58567	11489
836	58620	11415
837	58688	11345
838	58766	11276
839	58853	11210
840	58921	11139
841	59206	11110
842	59291	11042
843	59357	10971
844	59413	10898
845	59474	10826
846	59533	10753
847	59583	10680
848	59644	10608
849	59714	10537
850	59827	10475
851	59931	10410
852	60088	10355
853	60184	10289
854	60316	10229
855	60377	10157
856	60461	10088
857	60541	10019
858	60615	9949
859	60685	9879
860	60766	9810
861	60849	9741
862	60904	9668
863	60964	9596
864	61037	9526
865	61115	9456
866	61170	9383
867	61241	9313
868	61313	9242
869	61393	9173
870	61462	9102
871	61520	9030
872	61583	8958
873	61634	8885
874	61693	8813
875	61759	8742
876	61825	8671
877	61895	8600
878	61970	8530
879	62051	8461
880	62111	8389
881	62178	8318
882	62262	8250
883	62341	8180
884	62458	8116
885	62532	8045
886	62587	7973
887	62664	7903
888	62781	7838
889	62892	7773
890	62964	7702
891	63035	7632
892	63106	7561
893	63165	7489
894	63218	7416
895	63354	7353
896	63412	7281
897	63477	7210
898	63550	7139
899	63600	7066
900	63659	6994
901	63717	6922
902	63788	6852
903	63853	6780
904	63915	6709
905	63973	6637
906	64022	6564
907	64088	6493
908	64182	6425
909	64250	6354
910	64310	6282
911	64369	6211
912	64417	6138
913	64483	6067
914	64544	5995
915	64619	5925
916	64690	5855
917	64763	5784
918	64815	5712
919	64888	5642
920	64955	5571
921	65006	5499
922	65078	5429
923	65137	5357
924	65207	5287
925	65281	5216
926	65340	5145
927	65401	5074
928	65472	5003
929	65533	4932
930	65600	4861
931	65679	4792
932	65754	4721
933	65816	4650
934	65876	4579
935	65961	4510
936	66025	4439
937	66090	4368
938	66158	4297
939	66248	4228
940	66307	4157
941	66370	4086
942	66427	4015
943	66486	3944
944	66548	3873
945	66610	3802
946	66669	3731
947	66733	3660
948	66788	3589
949	66863	3519
950	66959	3450
