iter	RMSE
0	5277.765202
1	4836.46163
2	4432.00282
3	4064.118172
4	3741.526843
5	3442.420278
6	3171.985354
7	2923.684956
8	2698.399595
9	2491.400287
10	2303.139174
11	2139.078325
12	1986.74575
13	1847.338105
14	1721.66981
15	1602.435305
16	1501.689276
17	1409.669603
18	1323.511593
19	1247.047326
20	1177.733978
21	1105.249031
22	1043.655857
23	991.3957406
24	941.6380433
25	894.91056
26	851.0914184
27	810.7315212
28	774.5158754
29	740.4044248
30	707.6891773
31	685.3901395
32	661.2526313
33	638.6978914
34	616.5190396
35	601.6103354
36	586.757216
37	572.3759125
38	559.2666295
39	545.4659679
40	535.2569591
41	523.8077548
42	514.5852357
43	503.551645
44	494.7106915
45	486.6217224
46	478.518004
47	471.5162976
48	460.962594
49	449.7745452
50	445.1469769
51	435.54464
52	428.6210116
53	423.7281602
54	417.6723889
55	409.2726136
56	404.151737
57	398.8094125
58	395.0871627
59	389.8730992
60	386.4580792
61	380.5626501
62	375.9379138
63	371.2092945
64	368.5636166
65	363.5541151
66	359.7777359
67	355.9353742
68	351.9089603
69	349.4036624
70	345.0788263
71	341.898564
72	339.1393097
73	336.3244392
74	333.998082
75	331.0314208
76	327.8558673
77	326.0041829
78	323.6668728
79	321.3523156
80	318.4680412
81	316.1455519
82	314.7533841
83	312.7721809
84	311.7845493
85	309.7922046
86	308.5962643
87	306.3394211
88	304.0037805
89	302.5130419
90	300.8814194
91	299.6705505
92	297.7703695
93	296.3120443
94	294.703426
95	293.0043717
96	291.7181663
97	290.2460493
98	289.4153164
99	288.4488273
100	287.702588
101	286.7654795
102	285.6930166
103	284.1474749
104	283.2813211
105	282.0787078
106	280.9411927
107	279.4892659
108	278.2255145
109	277.0969484
110	275.8705653
111	274.5138427
112	273.9792032
113	272.8623867
114	271.9901438
115	271.1064299
116	270.2380398
117	269.099625
118	267.9678058
119	266.6850879
120	265.4802882
121	265.0061557
122	264.2747034
123	263.3465225
124	262.1330404
125	261.5342638
126	260.608179
127	259.5235873
128	258.5475831
129	257.7998732
130	256.9391629
131	256.1340487
132	254.9212773
133	253.8044408
134	253.1931597
135	252.2005621
136	251.1822276
137	250.7826988
138	250.4394171
139	249.574125
140	248.5147815
141	248.1729995
142	247.567777
143	246.9473536
144	246.6515095
145	246.1336474
146	245.1180302
147	244.8468088
148	244.0747582
149	243.4710562
150	242.8167809
151	242.4814352
152	242.0966126
153	241.2634527
154	240.728397
155	239.9970476
156	239.5730874
157	238.8803692
158	238.0142537
159	237.2996296
160	236.4440893
161	236.2321622
162	235.5396789
163	235.0864505
164	234.9161804
165	234.4417439
166	233.7799445
167	233.3874783
168	232.5075824
169	231.9742421
170	231.4538632
171	231.1268767
172	230.4685128
173	229.725302
174	229.4526418
175	229.1948579
176	228.5760707
177	227.9233093
178	227.2917484
179	226.7629512
180	226.1724614
181	225.6328532
182	224.803772
183	224.3001853
184	223.6501753
185	223.2811795
186	222.7863569
187	222.2100177
188	221.6114759
189	220.7775323
190	220.4184732
191	219.8329025
192	219.3426033
193	218.7359172
194	218.4670541
195	218.0517256
196	217.5951268
197	217.1882644
198	216.4300118
199	215.8750955
200	215.5261323
201	215.1761964
202	214.7584338
203	214.1242479
204	213.7658628
205	213.3103768
206	212.8893313
207	212.5916459
208	212.2417538
209	211.7326394
210	211.1342359
211	210.858594
212	210.6472308
213	210.1734222
214	209.7475622
215	209.3679478
216	209.1279586
217	208.7659767
218	208.3666289
219	207.9394595
220	207.4397835
221	207.2163633
222	206.9702272
223	206.5896492
224	206.1887391
225	205.7217148
226	205.369259
227	204.9428084
228	204.746856
229	204.3514343
230	204.080529
231	203.8963855
232	203.5416924
233	203.1366289
234	202.7593548
235	202.4507922
236	202.0087298
237	201.5326855
238	201.0885489
239	200.8117011
240	200.4727879
241	200.0854239
242	199.7458219
243	199.4740713
244	198.9274057
245	198.7781495
246	198.436552
247	198.1412721
248	197.7894554
249	197.2554429
250	196.9239458
251	196.7567764
252	196.2892557
253	195.963428
254	195.5176426
255	195.0537086
256	194.7296368
257	194.502103
258	194.1091694
259	193.9141663
260	193.5778038
261	193.2139169
262	192.9451131
263	192.6464278
264	192.2080828
265	191.9010635
266	191.6341872
267	191.4300506
268	191.1221406
269	190.7281638
270	190.3602407
271	190.1460915
272	189.8456093
273	189.3866553
274	189.2324392
275	189.0218705
276	188.8155458
277	188.4140598
278	188.0313095
279	187.7370479
280	187.4757015
281	187.2573918
282	187.0670719
283	186.7705345
284	186.4274112
285	186.301384
286	186.1426023
287	185.899107
288	185.671826
289	185.4086874
290	185.0372576
291	184.7846084
292	184.4599766
293	184.2044819
294	183.8672763
295	183.647307
296	183.3978806
297	183.2283048
298	183.0674767
299	182.7994224
300	182.3499582
301	182.2024558
302	181.7387325
303	181.5536374
304	181.2511936
305	180.9688623
306	180.6692387
307	180.3667828
308	179.9999062
309	179.8139644
310	179.5732206
311	179.3306162
312	179.1967526
313	178.9377898
314	178.6857823
315	178.5474048
316	178.3229071
317	177.9946052
318	177.5319902
319	177.3915706
320	177.212493
321	177.0696335
322	176.7969584
323	176.5802943
324	176.2971272
325	176.1325318
326	175.7709939
327	175.6112214
328	175.4254747
329	175.0216854
330	174.7781256
331	174.6200872
332	174.358212
333	174.1922635
334	173.9692173
335	173.8649968
336	173.6442833
337	173.5324387
338	173.2955307
339	173.1408731
340	172.915528
341	172.5976465
342	172.4200471
343	172.2505493
344	171.9995154
345	171.7357358
346	171.555391
347	171.337946
348	171.1688017
349	171.0061496
350	170.828066
351	170.7143656
352	170.5473934
353	170.3689527
354	170.191719
355	170.0055076
356	169.8119564
357	169.6387342
358	169.3744605
359	169.2695526
360	169.0972084
361	168.9102287
362	168.6588569
363	168.3656693
364	168.1821653
365	167.8845821
366	167.7128146
367	167.4722027
368	167.2920858
369	167.0782734
370	166.9097405
371	166.7611758
372	166.5813971
373	166.2338898
374	166.0866597
375	165.8433783
376	165.5991857
377	165.457437
378	165.3061646
379	165.0262513
380	164.8660511
381	164.6633833
382	164.5316251
383	164.2998194
384	164.1545272
385	163.9967422
386	163.8921512
387	163.7060404
388	163.4000195
389	163.2190659
390	163.0630504
391	162.8537669
392	162.5959386
393	162.3882659
394	162.2143627
395	162.0027056
396	161.8917088
397	161.718016
398	161.5651015
399	161.346409
400	161.1449859
401	161.0134846
402	160.9062705
403	160.6913429
404	160.4167978
405	160.1853178
406	160.1087315
407	159.8508985
408	159.6798687
409	159.5496157
410	159.4250122
411	159.2440716
412	159.0349098
413	158.9138885
414	158.7130397
415	158.5744052
416	158.3474619
417	158.2030373
418	158.0886485
419	157.8327366
420	157.6624409
421	157.4997667
422	157.3064963
423	157.1268855
424	156.9315663
425	156.7921402
426	156.711048
427	156.5620724
428	156.4854023
429	156.2850386
430	156.1925374
431	155.9681059
432	155.8709409
433	155.6217008
434	155.4093215
435	155.3168002
436	155.1524087
437	155.0052499
438	154.8285633
439	154.6591569
440	154.5741158
441	154.4019116
442	154.2891715
443	154.0527392
444	153.9011212
445	153.6940076
446	153.5074378
447	153.3427373
448	153.1643624
449	152.9990667
450	152.8484085
451	152.6803694
452	152.4534789
453	152.3368958
454	152.2010515
455	152.0386244
456	151.9053245
457	151.7866424
458	151.7004934
459	151.5271815
460	151.3533688
461	151.188924
462	151.0164976
463	150.8072191
464	150.6627159
465	150.4532429
466	150.2641421
467	150.1584938
468	149.9459482
469	149.7588104
470	149.6422441
471	149.4964324
472	149.3382079
473	149.1895737
474	149.0680434
475	148.9596211
476	148.8898262
477	148.7092103
478	148.6260426
479	148.4570404
480	148.3051217
481	148.199185
482	148.0357992
483	147.8736067
484	147.8059348
485	147.7132775
486	147.597698
487	147.4625883
